Date,AAPL,MSFT,GOOGL,AMZN
2023-03-23,156.66041564941406,271.2366027832031,104.73436737060547,98.70999908447266
2023-03-24,157.96157836914062,274.07928466796875,104.57568359375,98.12999725341797
2023-03-27,156.0196990966797,269.9862060546875,101.62010192871094,98.04000091552734
2023-03-28,155.39869689941406,268.8628234863281,100.20182800292969,97.23999786376953
2023-03-29,158.47415161132812,274.02069091796875,100.55889129638672,100.25
2023-03-30,160.04147338867188,277.4787902832031,100.06297302246094,102.0
2023-03-31,162.545166015625,281.6304016113281,102.87969970703125,103.29000091552734
2023-04-03,163.79702758789062,280.585205078125,103.50453186035156,102.41000366210938
2023-04-04,163.26478576660156,280.536376953125,103.86157989501953,103.94999694824219
2023-04-05,161.4214630126953,277.7620544433594,103.61363983154297,101.0999984741211
2023-04-06,162.30862426757812,284.8541259765625,107.53125,102.05999755859375
2023-04-10,159.7161865234375,282.69525146484375,105.56749725341797,102.16999816894531
2023-04-11,158.50376892089844,276.2869567871094,104.48641967773438,99.91999816894531
2023-04-12,157.8137664794922,276.93170166015625,103.78223419189453,97.83000183105469
2023-04-13,163.19573974609375,283.1347961425781,106.54936218261719,102.4000015258789
2023-04-14,162.8507537841797,279.52044677734375,107.97756958007812,102.51000213623047
2023-04-17,162.87046813964844,282.118896484375,105.10134887695312,102.73999786376953
2023-04-18,164.09278869628906,281.6988220214844,103.64337158203125,102.30000305175781
2023-04-19,165.23622131347656,281.7769470214844,103.3260269165039,104.30000305175781
2023-04-20,164.2701873779297,279.4911193847656,104.42691802978516,103.80999755859375
2023-04-21,162.66346740722656,279.1492004394531,104.54593658447266,106.95999908447266
2023-04-24,162.9690399169922,275.2514953613281,105.10134887695312,106.20999908447266
2023-04-25,161.4313201904297,269.0484619140625,102.99872589111328,102.56999969482422
2023-04-26,161.4214630126953,288.536865234375,102.85987854003906,104.9800033569336
2023-04-27,166.00503540039062,297.7780456542969,106.70804595947266,109.81999969482422
2023-04-28,167.25694274902344,300.1518249511719,106.4601058959961,105.44999694824219
2023-05-01,167.16822814941406,298.49114990234375,106.32125854492188,102.05000305175781
2023-05-02,166.1332244873047,298.3445739746094,104.45665740966797,103.62999725341797
2023-05-03,165.05877685546875,297.3579406738281,104.54593658447266,103.6500015258789
2023-05-04,163.42250061035156,298.3445739746094,103.83183288574219,104.0
2023-05-05,171.09140014648438,303.46337890625,104.7046127319336,105.66000366210938
2023-05-08,171.0223846435547,301.5096740722656,106.8865737915039,105.83000183105469
2023-05-09,169.31707763671875,299.8978271484375,106.47001647949219,106.62000274658203
2023-05-10,171.08151245117188,305.08502197265625,110.83395385742188,110.19000244140625
2023-05-11,171.268798828125,302.9358825683594,115.61444854736328,112.18000030517578
2023-05-12,170.3409423828125,301.822265625,116.54673767089844,110.26000213623047
2023-05-15,169.84742736816406,302.3008728027344,115.55494689941406,111.19999694824219
2023-05-16,169.84742736816406,304.52813720703125,118.53034210205078,113.4000015258789
2023-05-17,170.45938110351562,307.4063720703125,119.84944152832031,115.5
2023-05-18,172.78890991210938,311.83148193359375,121.82313537597656,118.1500015258789
2023-05-19,172.89749145507812,311.6552734375,121.75370025634766,116.25
2023-05-22,171.94989013671875,314.43560791015625,124.02494812011719,115.01000213623047
2023-05-23,169.34400939941406,308.6400146484375,121.55534362792969,114.98999786376953
2023-05-24,169.620361328125,307.2595520019531,119.9089584350586,116.75
2023-05-25,170.7554931640625,319.07611083984375,122.46780395507812,115.0
2023-05-26,173.16400146484375,325.8997802734375,123.58854675292969,120.11000061035156
2023-05-30,175.00985717773438,324.25506591796875,122.65624237060547,121.66000366210938
2023-05-31,174.96047973632812,321.4942932128906,121.86280059814453,120.58000183105469
2023-06-01,177.7637939453125,325.59625244140625,122.7058334350586,122.7699966430664
2023-06-02,178.61270141601562,328.3570556640625,123.6480484008789,124.25
2023-06-05,177.26039123535156,328.8857116699219,124.9770736694336,125.30000305175781
2023-06-06,176.89520263671875,326.6731872558594,126.26641845703125,126.61000061035156
